investidor_idx;idade;investidor_risco_score;investidor_horiz_max_meses;investidor_liq_lim_dias;produto_idx;produto_nome;produto_risco_score;produto_horiz_min_meses;produto_liquidez_dias;produto_volatilidade;produto_retorno_anual;aceita_ir_ok;score;motivos
0;40;1;12;0;25;Cripto Genérica 1;5;1;1;15.0;50.0;1;-18.399999999936;"diff_risco=4; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=15.0; ret=50.0"
0;40;1;12;0;26;Cripto Genérica 2;5;1;1;14.0;45.0;1;-18.399999999939734;"diff_risco=4; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=14.0; ret=45.0"
0;40;1;12;0;27;Stablecoin;2;1;1;2.0;9.0;1;-7.515999999992213;"diff_risco=1; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=2.0; ret=9.0"
0;40;1;12;0;28;CDB 3 anos;3;36;90;3.0;12.0;1;-13.04799999998784;"diff_risco=2; horiz_ok=0; liq_ok=0; aceita_ir_ok=1; vol=3.0; ret=12.0"
0;40;1;12;0;29;Tesouro Prefixado 2029;2;48;60;3.0;12.0;1;-9.54799999998784;"diff_risco=1; horiz_ok=0; liq_ok=0; aceita_ir_ok=1; vol=3.0; ret=12.0"
0;40;1;12;0;30;FII Logístico;3;24;30;4.0;12.0;1;-13.127999999982507;"diff_risco=2; horiz_ok=0; liq_ok=0; aceita_ir_ok=1; vol=4.0; ret=12.0"
0;40;1;12;0;31;FII Shopping;3;24;30;4.0;12.0;1;-13.127999999982507;"diff_risco=2; horiz_ok=0; liq_ok=0; aceita_ir_ok=1; vol=4.0; ret=12.0"
0;40;1;12;0;32;CRA Exportação;3;36;180;3.0;13.0;1;-13.03199999998816;"diff_risco=2; horiz_ok=0; liq_ok=0; aceita_ir_ok=1; vol=3.0; ret=13.0"
0;40;1;12;0;33;CRI Shopping Center;3;36;180;3.0;13.0;1;-13.03199999998816;"diff_risco=2; horiz_ok=0; liq_ok=0; aceita_ir_ok=1; vol=3.0; ret=13.0"
0;40;1;12;0;34;Debênture Incentivada Logística;3;36;90;4.0;14.0;1;-13.095999999983146;"diff_risco=2; horiz_ok=0; liq_ok=0; aceita_ir_ok=1; vol=4.0; ret=14.0"
0;40;1;12;0;35;LCI Curto Prazo;2;6;90;2.0;9.0;1;-7.515999999992213;"diff_risco=1; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=2.0; ret=9.0"
0;40;1;12;0;36;LCA Curto Prazo;2;6;90;2.0;9.0;1;-7.515999999992213;"diff_risco=1; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=2.0; ret=9.0"
0;40;1;12;0;37;Fundo Multimercado Genérico 1;3;12;30;4.0;15.0;1;-11.079999999983466;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=4.0; ret=15.0"
0;40;1;12;0;38;Fundo Multimercado Genérico 2;4;12;60;6.0;20.0;1;-14.6599999999744;"diff_risco=3; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=6.0; ret=20.0"
0;40;1;12;0;39;Renda Fixa Curto Prazo Genérica;2;6;60;2.0;8.0;1;-7.531999999991893;"diff_risco=1; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=2.0; ret=8.0"
1;20;5;60;0;0;Poupança;1;0;0;1.0;6.17;1;-9.481279999996643;"diff_risco=4; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=1.0; ret=6.2"
1;20;5;60;0;1;LCI Imobiliária 1 ano;2;12;90;2.0;10.0;1;-7.499999999992533;"diff_risco=3; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=2.0; ret=10.0"
1;20;5;60;0;2;LCA Agronegócio 2 anos;2;24;90;2.0;11.0;1;-7.483999999992853;"diff_risco=3; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=2.0; ret=11.0"
1;20;5;60;0;3;LCI 3 anos;2;36;120;3.0;12.0;1;-7.54799999998784;"diff_risco=3; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=3.0; ret=12.0"
1;20;5;60;0;4;LCA 3 anos;2;36;120;3.0;12.0;1;-7.54799999998784;"diff_risco=3; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=3.0; ret=12.0"
1;20;5;60;0;5;CRI Corporativo;3;36;180;3.0;13.0;1;-4.03199999998816;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=3.0; ret=13.0"
1;20;5;60;0;6;CRA Agro;3;36;180;3.0;13.0;1;-4.03199999998816;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=3.0; ret=13.0"
1;20;5;60;0;7;Debênture Incentivada Infra;3;36;90;4.0;14.0;1;-4.095999999983146;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=4.0; ret=14.0"
1;20;5;60;0;8;Debênture Incentivada Energia;3;48;90;4.0;14.0;1;-4.095999999983146;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=4.0; ret=14.0"
1;20;5;60;0;9;COE Protegido Isento;3;12;30;2.0;12.0;1;-3.967999999993173;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=2.0; ret=12.0"
1;20;5;60;0;10;COE Agro Isento;3;12;30;3.0;13.0;1;-4.03199999998816;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=3.0; ret=13.0"
1;20;5;60;0;11;FII Papel (CRI);3;18;30;3.0;12.0;1;-4.04799999998784;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=3.0; ret=12.0"
1;20;5;60;0;12;FII Agro;3;18;30;3.0;11.0;1;-4.063999999987519;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=3.0; ret=11.0"
1;20;5;60;0;13;CDB Liquidez Diária;1;0;0;1.0;10.0;1;-9.419999999997867;"diff_risco=4; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=1.0; ret=10.0"
1;20;5;60;0;14;Tesouro Selic;1;0;0;1.0;9.0;1;-9.435999999997547;"diff_risco=4; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=1.0; ret=9.0"
1;20;5;60;0;15;Tesouro IPCA 2030;2;60;60;3.0;12.0;1;-7.54799999998784;"diff_risco=3; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=3.0; ret=12.0"
1;20;5;60;0;16;Tesouro IPCA 2045;2;120;60;3.0;13.0;1;-9.53199999998816;"diff_risco=3; horiz_ok=0; liq_ok=0; aceita_ir_ok=1; vol=3.0; ret=13.0"
1;20;5;60;0;17;Multimercado Moderado;3;12;30;4.0;16.0;1;-4.063999999983786;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=4.0; ret=16.0"
1;20;5;60;0;18;Multimercado Agressivo;4;6;90;6.0;20.0;1;-0.6599999999744;"diff_risco=1; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=6.0; ret=20.0"
1;20;5;60;0;19;Ações Large Cap;4;6;2;7.0;18.0;1;-0.7719999999684268;"diff_risco=1; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=7.0; ret=18.0"
1;20;5;60;0;20;Ações Small & Mid Cap;5;6;2;9.0;25.0;1;2.68000000004;"diff_risco=0; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=9.0; ret=25.0"
1;20;5;60;0;21;ETF Large Cap Brasil;3;6;2;6.0;16.0;1;-4.22399999997312;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=6.0; ret=16.0"
1;20;5;60;0;22;ETF Small & Mid Cap Brasil;4;6;2;8.0;22.0;1;-0.7879999999643733;"diff_risco=1; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=8.0; ret=22.0"
1;20;5;60;0;23;COE Alavancado;4;6;30;8.0;25.0;1;-0.7399999999653333;"diff_risco=1; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=8.0; ret=25.0"
1;20;5;60;0;24;Derivativos Simples;5;1;1;12.0;40.0;1;2.6800000000512;"diff_risco=0; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=12.0; ret=40.0"
1;20;5;60;0;25;Cripto Genérica 1;5;1;1;15.0;50.0;1;2.600000000064;"diff_risco=0; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=15.0; ret=50.0"
1;20;5;60;0;26;Cripto Genérica 2;5;1;1;14.0;45.0;1;2.600000000060267;"diff_risco=0; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=14.0; ret=45.0"
1;20;5;60;0;27;Stablecoin;2;1;1;2.0;9.0;1;-7.515999999992213;"diff_risco=3; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=2.0; ret=9.0"
1;20;5;60;0;28;CDB 3 anos;3;36;90;3.0;12.0;1;-4.04799999998784;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=3.0; ret=12.0"
1;20;5;60;0;29;Tesouro Prefixado 2029;2;48;60;3.0;12.0;1;-7.54799999998784;"diff_risco=3; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=3.0; ret=12.0"
1;20;5;60;0;30;FII Logístico;3;24;30;4.0;12.0;1;-4.1279999999825066;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=4.0; ret=12.0"
1;20;5;60;0;31;FII Shopping;3;24;30;4.0;12.0;1;-4.1279999999825066;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=4.0; ret=12.0"
1;20;5;60;0;32;CRA Exportação;3;36;180;3.0;13.0;1;-4.03199999998816;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=3.0; ret=13.0"
1;20;5;60;0;33;CRI Shopping Center;3;36;180;3.0;13.0;1;-4.03199999998816;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=3.0; ret=13.0"
1;20;5;60;0;34;Debênture Incentivada Logística;3;36;90;4.0;14.0;1;-4.095999999983146;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=4.0; ret=14.0"
1;20;5;60;0;35;LCI Curto Prazo;2;6;90;2.0;9.0;1;-7.515999999992213;"diff_risco=3; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=2.0; ret=9.0"
1;20;5;60;0;36;LCA Curto Prazo;2;6;90;2.0;9.0;1;-7.515999999992213;"diff_risco=3; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=2.0; ret=9.0"
1;20;5;60;0;37;Fundo Multimercado Genérico 1;3;12;30;4.0;15.0;1;-4.079999999983467;"diff_risco=2; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=4.0; ret=15.0"
1;20;5;60;0;38;Fundo Multimercado Genérico 2;4;12;60;6.0;20.0;1;-0.6599999999744;"diff_risco=1; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=6.0; ret=20.0"
1;20;5;60;0;39;Renda Fixa Curto Prazo Genérica;2;6;60;2.0;8.0;1;-7.531999999991893;"diff_risco=3; horiz_ok=1; liq_ok=0; aceita_ir_ok=1; vol=2.0; ret=8.0"
2;33;3;60;180;0;Poupança;1;0;0;1.0;6.17;1;-2.481279999996641;"diff_risco=2; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=1.0; ret=6.2"
2;33;3;60;180;1;LCI Imobiliária 1 ano;2;12;90;2.0;10.0;1;1.0000000000074667;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=2.0; ret=10.0"
2;33;3;60;180;2;LCA Agronegócio 2 anos;2;24;90;2.0;11.0;1;1.0160000000071467;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=2.0; ret=11.0"
2;33;3;60;180;3;LCI 3 anos;2;36;120;3.0;12.0;1;0.95200000001216;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=12.0"
2;33;3;60;180;4;LCA 3 anos;2;36;120;3.0;12.0;1;0.95200000001216;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=12.0"
2;33;3;60;180;5;CRI Corporativo;3;36;180;3.0;13.0;1;4.46800000001184;"diff_risco=0; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=13.0"
2;33;3;60;180;6;CRA Agro;3;36;180;3.0;13.0;1;4.46800000001184;"diff_risco=0; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=13.0"
2;33;3;60;180;7;Debênture Incentivada Infra;3;36;90;4.0;14.0;1;4.404000000016854;"diff_risco=0; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=4.0; ret=14.0"
2;33;3;60;180;8;Debênture Incentivada Energia;3;48;90;4.0;14.0;1;4.404000000016854;"diff_risco=0; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=4.0; ret=14.0"
2;33;3;60;180;9;COE Protegido Isento;3;12;30;2.0;12.0;1;4.532000000006827;"diff_risco=0; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=2.0; ret=12.0"
2;33;3;60;180;10;COE Agro Isento;3;12;30;3.0;13.0;1;4.46800000001184;"diff_risco=0; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=13.0"
2;33;3;60;180;11;FII Papel (CRI);3;18;30;3.0;12.0;1;4.45200000001216;"diff_risco=0; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=12.0"
2;33;3;60;180;12;FII Agro;3;18;30;3.0;11.0;1;4.436000000012481;"diff_risco=0; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=11.0"
2;33;3;60;180;13;CDB Liquidez Diária;1;0;0;1.0;10.0;1;-2.4199999999978665;"diff_risco=2; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=1.0; ret=10.0"
2;33;3;60;180;14;Tesouro Selic;1;0;0;1.0;9.0;1;-2.4359999999975464;"diff_risco=2; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=1.0; ret=9.0"
2;33;3;60;180;15;Tesouro IPCA 2030;2;60;60;3.0;12.0;1;0.95200000001216;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=12.0"
2;33;3;60;180;16;Tesouro IPCA 2045;2;120;60;3.0;13.0;1;-1.0319999999881602;"diff_risco=1; horiz_ok=0; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=13.0"
2;33;3;60;180;17;Multimercado Moderado;3;12;30;4.0;16.0;1;4.436000000016214;"diff_risco=0; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=4.0; ret=16.0"
2;33;3;60;180;18;Multimercado Agressivo;4;6;90;6.0;20.0;1;-6.1599999999744;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=6.0; ret=20.0"
2;33;3;60;180;19;Ações Large Cap;4;6;2;7.0;18.0;1;-6.271999999968426;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=7.0; ret=18.0"
2;33;3;60;180;20;Ações Small & Mid Cap;5;6;2;9.0;25.0;1;-9.81999999996;"diff_risco=2; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=9.0; ret=25.0"
2;33;3;60;180;21;ETF Large Cap Brasil;3;6;2;6.0;16.0;1;4.27600000002688;"diff_risco=0; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=6.0; ret=16.0"
2;33;3;60;180;22;ETF Small & Mid Cap Brasil;4;6;2;8.0;22.0;1;-6.287999999964374;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=8.0; ret=22.0"
2;33;3;60;180;23;COE Alavancado;4;6;30;8.0;25.0;1;-6.239999999965333;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=8.0; ret=25.0"
2;33;3;60;180;24;Derivativos Simples;5;1;1;12.0;40.0;1;-9.8199999999488;"diff_risco=2; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=12.0; ret=40.0"
2;33;3;60;180;25;Cripto Genérica 1;5;1;1;15.0;50.0;1;-9.899999999936;"diff_risco=2; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=15.0; ret=50.0"
2;33;3;60;180;26;Cripto Genérica 2;5;1;1;14.0;45.0;1;-9.899999999939734;"diff_risco=2; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=14.0; ret=45.0"
2;33;3;60;180;27;Stablecoin;2;1;1;2.0;9.0;1;0.9840000000077866;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=2.0; ret=9.0"
2;33;3;60;180;28;CDB 3 anos;3;36;90;3.0;12.0;1;4.45200000001216;"diff_risco=0; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=12.0"
2;33;3;60;180;29;Tesouro Prefixado 2029;2;48;60;3.0;12.0;1;0.95200000001216;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=12.0"
2;33;3;60;180;30;FII Logístico;3;24;30;4.0;12.0;1;4.3720000000174934;"diff_risco=0; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=4.0; ret=12.0"
2;33;3;60;180;31;FII Shopping;3;24;30;4.0;12.0;1;4.3720000000174934;"diff_risco=0; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=4.0; ret=12.0"
2;33;3;60;180;32;CRA Exportação;3;36;180;3.0;13.0;1;4.46800000001184;"diff_risco=0; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=13.0"
2;33;3;60;180;33;CRI Shopping Center;3;36;180;3.0;13.0;1;4.46800000001184;"diff_risco=0; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=13.0"
2;33;3;60;180;34;Debênture Incentivada Logística;3;36;90;4.0;14.0;1;4.404000000016854;"diff_risco=0; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=4.0; ret=14.0"
2;33;3;60;180;35;LCI Curto Prazo;2;6;90;2.0;9.0;1;0.9840000000077866;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=2.0; ret=9.0"
2;33;3;60;180;36;LCA Curto Prazo;2;6;90;2.0;9.0;1;0.9840000000077866;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=2.0; ret=9.0"
2;33;3;60;180;37;Fundo Multimercado Genérico 1;3;12;30;4.0;15.0;1;4.420000000016533;"diff_risco=0; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=4.0; ret=15.0"
2;33;3;60;180;38;Fundo Multimercado Genérico 2;4;12;60;6.0;20.0;1;-6.1599999999744;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=6.0; ret=20.0"
2;33;3;60;180;39;Renda Fixa Curto Prazo Genérica;2;6;60;2.0;8.0;1;0.9680000000081067;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=2.0; ret=8.0"
3;32;4;60;180;0;Poupança;1;0;0;1.0;6.17;1;-5.981279999996641;"diff_risco=3; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=1.0; ret=6.2"
3;32;4;60;180;1;LCI Imobiliária 1 ano;2;12;90;2.0;10.0;1;-2.499999999992533;"diff_risco=2; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=2.0; ret=10.0"
3;32;4;60;180;2;LCA Agronegócio 2 anos;2;24;90;2.0;11.0;1;-2.4839999999928533;"diff_risco=2; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=2.0; ret=11.0"
3;32;4;60;180;3;LCI 3 anos;2;36;120;3.0;12.0;1;-2.54799999998784;"diff_risco=2; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=12.0"
3;32;4;60;180;4;LCA 3 anos;2;36;120;3.0;12.0;1;-2.54799999998784;"diff_risco=2; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=12.0"
3;32;4;60;180;5;CRI Corporativo;3;36;180;3.0;13.0;1;0.9680000000118401;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=13.0"
3;32;4;60;180;6;CRA Agro;3;36;180;3.0;13.0;1;0.9680000000118401;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=13.0"
3;32;4;60;180;7;Debênture Incentivada Infra;3;36;90;4.0;14.0;1;0.9040000000168533;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=4.0; ret=14.0"
3;32;4;60;180;8;Debênture Incentivada Energia;3;48;90;4.0;14.0;1;0.9040000000168533;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=4.0; ret=14.0"
3;32;4;60;180;9;COE Protegido Isento;3;12;30;2.0;12.0;1;1.0320000000068266;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=2.0; ret=12.0"
3;32;4;60;180;10;COE Agro Isento;3;12;30;3.0;13.0;1;0.9680000000118401;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=1; vol=3.0; ret=13.0"
3;32;4;60;180;11;FII Papel (CRI);3;18;30;3.0;12.0;0;-0.04799999998783999;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=0; vol=3.0; ret=12.0"
3;32;4;60;180;12;FII Agro;3;18;30;3.0;11.0;0;-0.06399999998751998;"diff_risco=1; horiz_ok=1; liq_ok=1; aceita_ir_ok=0; vol=3.0; ret=11.0"
3;32;4;60;180;13;CDB Liquidez Diária;1;0;0;1.0;10.0;0;-6.9199999999978665;"diff_risco=3; horiz_ok=1; liq_ok=1; aceita_ir_ok=0; vol=1.0; ret=10.0"
3;32;4;60;180;14;Tesouro Selic;1;0;0;1.0;9.0;0;-6.935999999997547;"diff_risco=3; horiz_ok=1; liq_ok=1; aceita_ir_ok=0; vol=1.0; ret=9.0"
3;32;4;60;180;15;Tesouro IPCA 2030;2;60;60;3.0;12.0;0;-3.54799999998784;"diff_risco=2; horiz_ok=1; liq_ok=1; aceita_ir_ok=0; vol=3.0; ret=12.0"
